Débits Moyens Journaliers ( m3/s ) Station Beni-Bahdel. Code 160402) Test 30%;
Débits Moyens Journaliers ( m3/s ) Station Beni-Bahdel. Code 160402) Test 30%;
Date;Q
26/01/80;1.254
27/01/80;1.196
28/01/80;1.138
29/01/80;1.138
30/01/80;1.138
31/01/80;1.08
01/02/80;1.08
02/02/80;1.08
03/02/80;1.022
04/02/80;0.964
05/02/80;0.906
06/02/80;0.848
07/02/80;0.848
08/02/80;0.848
09/02/80;0.848
10/02/80;0.848
11/02/80;0.848
12/02/80;0.848
13/02/80;0.79
14/02/80;0.7320001
15/02/80;0.7320001
16/02/80;0.7320001
17/02/80;0.906
18/02/80;0.848
19/02/80;0.79
20/02/80;0.79
21/02/80;0.7320001
22/02/80;0.674
23/02/80;0.674
24/02/80;0.6160001
25/02/80;0.6160001
26/02/80;0.558
27/02/80;0.558
28/02/80;0.558
29/02/80;0.558
01/03/80;0.5
02/03/80;0.442
03/03/80;0.21
04/03/80;0.21
05/03/80;0.21
06/03/80;0.326
07/03/80;0.442
08/03/80;0.442
09/03/80;0.79
10/03/80;0.5
11/03/80;0.442
12/03/80;0.6232499
13/03/80;0.674
14/03/80;0.6160001
15/03/80;0.5
16/03/80;0.5
17/03/80;0.442
18/03/80;0.384
19/03/80;0.326
20/03/80;0.326
21/03/80;0.21
22/03/80;0.21
23/03/80;0.326
24/03/80;0.326
25/03/80;0.326
26/03/80;0.558
27/03/80;0.5
28/03/80;0.5
29/03/80;0.5
30/03/80;0.5
31/03/80;0.442
01/04/80;0.442
02/04/80;0.384
03/04/80;0.384
04/04/80;0.7815583
05/04/80;1.308167
06/04/80;0.8485835
07/04/80;0.326
08/04/80;0.268
09/04/80;0.21
10/04/80;0.21
11/04/80;0.1947
12/04/80;0.1794
13/04/80;0.1794
14/04/80;0.1947
15/04/80;0.1794
16/04/80;0.1794
17/04/80;0.1794
18/04/80;0.1794
19/04/80;0.1794
20/04/80;0.1794
21/04/80;0.1947
22/04/80;0.1947
23/04/80;0.1947
24/04/80;0.1794
25/04/80;0.3922583
26/04/80;0.326
27/04/80;0.1947
28/04/80;0.21
29/04/80;0.3985
30/04/80;0.767333
01/05/80;0.1947
02/05/80;0.1794
03/05/80;0.1794
04/05/80;0.1794
05/05/80;0.1794
06/05/80;0.1641
07/05/80;0.1488
08/05/80;0.1488
09/05/80;0.1335
10/05/80;0.1335
11/05/80;0.1488
12/05/80;0.1488
13/05/80;0.1335
14/05/80;0.1488
15/05/80;0.1335
16/05/80;0.1182
17/05/80;0.1335
18/05/80;0.1029
19/05/80;0.1029
20/05/80;0.0876
21/05/80;0.1182
22/05/80;0.1182
23/05/80;0.1182
24/05/80;0.1182
25/05/80;0.1182
26/05/80;0.1182
27/05/80;0.1182
28/05/80;0.1182
29/05/80;0.1182
30/05/80;0.1182
31/05/80;0.1182
01/06/80;0.1182
02/06/80;0.1182
03/06/80;0.1029
04/06/80;0.1029
05/06/80;0.1029
06/06/80;0.1029
07/06/80;0.1029
08/06/80;0.1029
09/06/80;0.0876
10/06/80;0.0876
11/06/80;0.0876
12/06/80;0.0876
13/06/80;0.0876
14/06/80;0.0876
15/06/80;0.0876
16/06/80;0.0876
17/06/80;0.0876
18/06/80;0.0876
19/06/80;0.0876
20/06/80;0.1029
21/06/80;0.1335
22/06/80;0.1029
23/06/80;0.1182
24/06/80;0.1029
25/06/80;0.1029
26/06/80;0.1182
27/06/80;8.473792
28/06/80;0.8858461
29/06/80;0.377
30/06/80;0.216
01/07/80;0.5401
02/07/80;0.4489875
03/07/80;0.193
04/07/80;0.193
05/07/80;0.216
06/07/80;0.193
07/07/80;0.193
08/07/80;7.268791
09/07/80;1.002375
10/07/80;0.5788
11/07/80;0.5788
12/07/80;0.5788
13/07/80;0.4894
14/07/80;0.4
15/07/80;0.377
16/07/80;0.377
17/07/80;0.377
18/07/80;0.377
19/07/80;0.377
20/07/80;0.354
21/07/80;0.354
22/07/80;0.377
23/07/80;0.4
24/07/80;0.354
25/07/80;0.4
26/07/80;0.4
27/07/80;0.4
28/07/80;0.354
29/07/80;0.216
30/07/80;0.4
31/07/80;0.4447
01/08/80;0.4894
02/08/80;0.4447
03/08/80;0.4447
04/08/80;0.4
05/08/80;0.4
06/08/80;0.4
07/08/80;0.4447
08/08/80;0.4447
09/08/80;1.949179
10/08/80;0.5009084
11/08/80;0.354
12/08/80;0.331
13/08/80;0.285
14/08/80;0.285
15/08/80;0.285
16/08/80;0.331
17/08/80;0.285
18/08/80;0.239
19/08/80;0.239
20/08/80;0.239
21/08/80;0.262
22/08/80;0.262
23/08/80;0.262
24/08/80;0.285
25/08/80;0.239
26/08/80;0.285
27/08/80;0.3415416
28/08/80;0.308
29/08/80;0.285
30/08/80;0.285
31/08/80;0.285
01/09/80;0.285
02/09/80;0.285
03/09/80;1.076488
04/09/80;0.4447
05/09/80;0.4681041
06/09/80;0.7015832
07/09/80;0.377
08/09/80;0.377
09/09/80;0.377
10/09/80;0.354
11/09/80;0.331
12/09/80;0.331
13/09/80;1.931062
14/09/80;0.6444917
15/09/80;0.354
16/09/80;0.331
17/09/80;0.331
18/09/80;0.308
19/09/80;0.308
20/09/80;0.308
21/09/80;0.239
22/09/80;0.262
23/09/80;0.285
24/09/80;0.262
25/09/80;0.239
26/09/80;0.239
27/09/80;0.216
28/09/80;0.285
29/09/80;0.285
30/09/80;0.285
01/10/80;3.802674
02/10/80;0.308
03/10/80;0.285
04/10/80;0.285
05/10/80;0.308
06/10/80;0.331
07/10/80;0.3530417
08/10/80;1.717262
09/10/80;0.331
10/10/80;0.331
11/10/80;0.308
12/10/80;0.285
13/10/80;0.285
14/10/80;0.308
15/10/80;0.331
16/10/80;0.331
17/10/80;0.285
18/10/80;0.285
19/10/80;0.285
20/10/80;0.285
21/10/80;0.285
22/10/80;0.308
23/10/80;0.285
24/10/80;0.285
25/10/80;0.285
26/10/80;0.285
27/10/80;0.285
28/10/80;0.285
29/10/80;0.6310793
30/10/80;4.138832
31/10/80;3.612583
01/11/80;2.03
02/11/80;1.378
03/11/80;1.024
04/11/80;0.847
05/11/80;0.8023
06/11/80;0.7576
07/11/80;0.6682
08/11/80;0.6682
09/11/80;0.6235
10/11/80;0.5788
11/11/80;0.5341
12/11/80;0.5341
13/11/80;0.5341
14/11/80;0.5341
15/11/80;0.4894
16/11/80;0.4447
17/11/80;0.4447
18/11/80;0.4447
19/11/80;0.4
20/11/80;0.377
21/11/80;0.4
22/11/80;0.377
23/11/80;0.377
24/11/80;0.377
25/11/80;0.377
26/11/80;0.377
27/11/80;0.377
28/11/80;0.377
29/11/80;0.377
30/11/80;0.377
01/12/80;0.377
02/12/80;0.377
03/12/80;0.377
04/12/80;0.377
05/12/80;0.377
06/12/80;0.377
07/12/80;0.377
08/12/80;0.377
09/12/80;0.377
10/12/80;0.377
11/12/80;0.377
12/12/80;0.377
13/12/80;0.354
14/12/80;0.354
15/12/80;0.354
16/12/80;0.354
17/12/80;0.354
18/12/80;0.354
19/12/80;0.8442374
20/12/80;0.847
21/12/80;0.847
22/12/80;0.847
23/12/80;0.8023
24/12/80;0.7576
25/12/80;0.7129
26/12/80;0.6682
27/12/80;0.4447
28/12/80;0.377
29/12/80;0.5341
30/12/80;0.4447
31/12/80;0.4894
01/01/81;0.4447
02/01/81;0.4447
03/01/81;0.4
04/01/81;0.4
05/01/81;0.5341
06/01/81;0.4894
07/01/81;0.4447
08/01/81;0.4447
09/01/81;0.4447
10/01/81;0.4447
11/01/81;0.4242126
12/01/81;0.7780874
13/01/81;0.377
14/01/81;0.354
15/01/81;0.354
16/01/81;0.354
17/01/81;0.354
18/01/81;0.354
19/01/81;0.354
20/01/81;0.354
21/01/81;0.4894
22/01/81;0.354
23/01/81;0.354
24/01/81;0.331
25/01/81;0.331
26/01/81;0.331
27/01/81;0.331
28/01/81;0.331
29/01/81;0.331
30/01/81;0.285
31/01/81;0.262
01/02/81;0.239
02/02/81;0.216
03/02/81;0.6095042
04/02/81;0.4447
05/02/81;0.4447
06/02/81;0.4
07/02/81;0.377
08/02/81;0.331
09/02/81;0.308
10/02/81;0.285
11/02/81;0.308
12/02/81;0.262
13/02/81;0.262
14/02/81;0.262
15/02/81;0.262
16/02/81;0.262
17/02/81;0.239
18/02/81;0.262
19/02/81;0.239
20/02/81;0.239
21/02/81;0.239
22/02/81;0.216
23/02/81;0.216
24/02/81;0.193
25/02/81;0.193
26/02/81;0.193
27/02/81;0.216
28/02/81;0.216
01/03/81;0.216
02/03/81;0.239
03/03/81;0.216
04/03/81;0.193
05/03/81;0.216
06/03/81;0.216
07/03/81;0.262
08/03/81;0.239
09/03/81;0.239
10/03/81;0.239
11/03/81;0.262
12/03/81;0.262
13/03/81;0.239
14/03/81;0.239
15/03/81;0.239
16/03/81;0.239
17/03/81;0.239
18/03/81;0.285
19/03/81;0.308
20/03/81;0.308
21/03/81;0.285
22/03/81;0.308
23/03/81;0.262
24/03/81;0.262
25/03/81;0.285
26/03/81;0.262
27/03/81;0.262
28/03/81;0.239
29/03/81;0.216
30/03/81;0.239
31/03/81;0.216
01/04/81;0.7698877
02/04/81;0.331
03/04/81;0.216
04/04/81;0.7440417
05/04/81;1.522146
06/04/81;1.284871
07/04/81;0.6301045
08/04/81;1.4055
09/04/81;0.8531876
10/04/81;0.5325208
11/04/81;0.5315
12/04/81;0.4505
13/04/81;0.5315
14/04/81;0.5315
15/04/81;0.5315
16/04/81;0.41
17/04/81;0.41
18/04/81;0.3425
19/04/81;0.2975
20/04/81;0.275
21/04/81;0.2525
22/04/81;0.2525
23/04/81;0.2525
24/04/81;0.2525
25/04/81;0.2525
26/04/81;0.2525
27/04/81;0.2525
28/04/81;0.9774374
29/04/81;0.7956667
30/04/81;0.491
01/05/81;0.365
02/05/81;0.41
03/05/81;0.2975
04/05/81;0.2525
05/05/81;0.2525
06/05/81;0.2525
07/05/81;0.2525
08/05/81;0.2525
09/05/81;0.23
10/05/81;0.23
11/05/81;0.2525
12/05/81;0.2525
13/05/81;0.23
14/05/81;0.23
15/05/81;0.2075
16/05/81;0.23
17/05/81;0.2525
18/05/81;0.2525
19/05/81;0.2525
20/05/81;0.23
21/05/81;0.23
22/05/81;0.23
23/05/81;0.23
24/05/81;0.2525
25/05/81;0.2525
26/05/81;0.23
27/05/81;0.23
28/05/81;0.23
29/05/81;0.2075
30/05/81;0.23
31/05/81;0.2075
01/06/81;0.23
02/06/81;0.2075
03/06/81;0.2075
04/06/81;0.2075
05/06/81;0.2075
06/06/81;0.2075
07/06/81;0.23
08/06/81;0.23
09/06/81;0.23
10/06/81;0.23
11/06/81;0.23
12/06/81;0.23
13/06/81;0.23
14/06/81;0.2525
15/06/81;0.2525
16/06/81;0.2525
17/06/81;0.23
18/06/81;0.23
19/06/81;0.23
20/06/81;0.2525
21/06/81;0.23
22/06/81;0.23
23/06/81;0.23
24/06/81;0.23
25/06/81;0.23
26/06/81;0.23
27/06/81;0.23
28/06/81;0.23
29/06/81;0.23
30/06/81;0.23
01/07/81;0.23
02/07/81;0.23
03/07/81;0.23
04/07/81;0.23
05/07/81;0.23
06/07/81;0.23
07/07/81;0.2075
08/07/81;0.2075
09/07/81;0.2075
10/07/81;0.2075
11/07/81;0.2075
12/07/81;0.2075
13/07/81;0.2075
14/07/81;0.2075
15/07/81;0.2075
16/07/81;0.2075
17/07/81;0.2075
18/07/81;0.2075
19/07/81;0.2075
20/07/81;0.2075
21/07/81;0.2075
22/07/81;0.2075
23/07/81;0.2525
24/07/81;0.23
25/07/81;0.23
26/07/81;0.23
27/07/81;0.2075
28/07/81;0.2075
29/07/81;0.2075
30/07/81;0.2075
31/07/81;0.2075
01/08/81;0.2075
02/08/81;0.2075
03/08/81;0.2075
04/08/81;0.4835625
05/08/81;0.41
06/08/81;0.2525
07/08/81;0.23
08/08/81;0.23
09/08/81;0.2075
10/08/81;0.2075
11/08/81;0.2075
12/08/81;0.23
13/08/81;0.23
14/08/81;0.23
15/08/81;0.2075
16/08/81;0.2075
17/08/81;0.2075
18/08/81;0.2525
19/08/81;0.23
20/08/81;0.23
21/08/81;0.23
22/08/81;0.23
23/08/81;0.2525
24/08/81;1.330615
25/08/81;0.9854375
26/08/81;0.1645
27/08/81;0.0833
28/08/81;0.1036
29/08/81;0.1036
30/08/81;0.0833
31/08/81;0.1036
01/09/81;0.1036
02/09/81;0.1036
03/09/81;0.1442
04/09/81;0.1239
05/09/81;0.1239
06/09/81;0.1239
07/09/81;0.1036
08/09/81;0.1239
09/09/81;0.1239
10/09/81;0.1239
11/09/81;0.1442
12/09/81;0.1239
13/09/81;0.1239
14/09/81;0.1239
15/09/81;0.1442
16/09/81;0.1442
17/09/81;0.1645
18/09/81;0.1442
19/09/81;0.1442
20/09/81;0.1848
21/09/81;0.2051
22/09/81;0.2051
23/09/81;0.2051
24/09/81;0.2051
25/09/81;0.2051
26/09/81;0.2254
27/09/81;0.2457
28/09/81;0.2051
29/09/81;0.2051
30/09/81;0.2051
01/10/81;0.1848
02/10/81;0.1848
03/10/81;0.1848
04/10/81;0.2701083
05/10/81;0.266
06/10/81;0.2254
07/10/81;0.2254
08/10/81;0.2254
09/10/81;0.2051
10/10/81;0.2051
11/10/81;0.2457
12/10/81;0.2254
13/10/81;0.2254
14/10/81;0.2051
15/10/81;0.2051
16/10/81;0.2051
17/10/81;0.2051
18/10/81;0.2254
19/10/81;0.2254
20/10/81;0.2254
21/10/81;0.2254
22/10/81;0.2457
23/10/81;0.2457
24/10/81;0.2457
25/10/81;0.266
26/10/81;0.266
27/10/81;0.266
28/10/81;0.266
29/10/81;0.266
30/10/81;0.3442
31/10/81;0.3051
01/11/81;0.3051
02/11/81;0.3051
03/11/81;0.3051
04/11/81;0.266
05/11/81;0.3051
06/11/81;0.3051
07/11/81;0.3051
08/11/81;0.3051
09/11/81;0.3051
10/11/81;0.266
11/11/81;0.266
12/11/81;0.2457
13/11/81;0.266
14/11/81;0.266
15/11/81;0.266
16/11/81;0.4615
17/11/81;0.3833
18/11/81;0.3442
19/11/81;0.8445167
20/11/81;0.5919249
21/11/81;0.3442
22/11/81;0.3833
23/11/81;0.3833
24/11/81;0.3833
25/11/81;0.3442
26/11/81;0.3442
27/11/81;0.3442
28/11/81;0.3442
29/11/81;0.3442
30/11/81;0.3442
01/12/81;0.3442
02/12/81;0.3442
03/12/81;0.3442
04/12/81;0.3442
05/12/81;0.3442
06/12/81;0.3051
07/12/81;0.3051
08/12/81;0.3051
09/12/81;0.3051
10/12/81;0.3051
11/12/81;0.3051
12/12/81;0.3051
13/12/81;0.3051
14/12/81;0.3051
15/12/81;0.3051
16/12/81;0.3051
17/12/81;0.3051
18/12/81;0.3442
19/12/81;0.3442
20/12/81;0.3442
21/12/81;0.3442
22/12/81;0.3442
23/12/81;0.3442
24/12/81;0.3442
25/12/81;0.3051
26/12/81;0.3051
27/12/81;0.3051
28/12/81;0.3442
29/12/81;0.3833
30/12/81;0.3833
31/12/81;0.4615
01/01/82;0.5397
02/01/82;0.5788
03/01/82;0.657
04/01/82;0.6179
05/01/82;0.6179
06/01/82;0.5788
07/01/82;0.5788
08/01/82;0.5006
09/01/82;0.4615
10/01/82;0.4615
11/01/82;0.4615
12/01/82;0.4224
13/01/82;0.6179
14/01/82;0.5006
15/01/82;0.4615
16/01/82;0.4224
17/01/82;0.5006
18/01/82;0.6179
19/01/82;0.7413
20/01/82;0.8256
21/01/82;1.3314
22/01/82;1.4157
23/01/82;1.595
24/01/82;1.2471
25/01/82;1.4157
26/01/82;1.595
27/01/82;1.3314
28/01/82;1.1628
29/01/82;1.0785
30/01/82;0.9099
31/01/82;0.9099
01/02/82;0.9099
02/02/82;0.9099
03/02/82;0.8256
04/02/82;0.657
05/02/82;0.6179
06/02/82;0.6179
07/02/82;0.5788
08/02/82;0.5788
09/02/82;0.5788
10/02/82;0.5788
11/02/82;0.5397
12/02/82;0.5397
13/02/82;0.5397
14/02/82;0.4615
15/02/82;0.4615
16/02/82;0.4615
17/02/82;0.4224
18/02/82;0.4224
19/02/82;0.3833
20/02/82;0.3833
21/02/82;0.3442
22/02/82;0.3442
23/02/82;0.4615
24/02/82;0.3833
25/02/82;0.3833
26/02/82;0.3833
27/02/82;0.3833
28/02/82;0.4615
01/03/82;0.4615
02/03/82;0.4615
03/03/82;0.4615
04/03/82;0.4224
05/03/82;0.3833
06/03/82;0.3833
07/03/82;0.3833
08/03/82;0.4224
09/03/82;0.3833
10/03/82;0.4224
11/03/82;0.3833
12/03/82;0.3051
13/03/82;0.3051
14/03/82;0.3051
15/03/82;0.3051
16/03/82;0.3051
17/03/82;0.3051
18/03/82;0.3051
19/03/82;0.3051
20/03/82;0.3051
21/03/82;0.3051
22/03/82;0.1848
23/03/82;0.1848
24/03/82;0.1645
25/03/82;0.1645
26/03/82;0.1645
27/03/82;0.1442
28/03/82;0.1645
29/03/82;0.1645
30/03/82;0.1645
31/03/82;0.1645
01/04/82;0.1645
02/04/82;0.1645
03/04/82;0.1645
04/04/82;0.1645
05/04/82;0.1645
06/04/82;0.1645
07/04/82;0.1645
08/04/82;0.1645
09/04/82;0.1645
10/04/82;0.1645
11/04/82;0.1645
12/04/82;0.1645
13/04/82;0.1645
14/04/82;0.1645
15/04/82;0.1645
16/04/82;0.1645
17/04/82;0.1645
18/04/82;0.1645
19/04/82;0.1645
20/04/82;0.1645
21/04/82;0.1645
22/04/82;0.1848
23/04/82;0.1645
24/04/82;0.1645
25/04/82;0.1645
26/04/82;0.1645
27/04/82;0.1645
28/04/82;0.1645
29/04/82;0.1645
30/04/82;0.1442
01/05/82;0.1442
02/05/82;0.1645
03/05/82;0.1645
04/05/82;0.1645
05/05/82;0.1645
06/05/82;0.1645
07/05/82;0.1442
08/05/82;0.1442
09/05/82;0.1442
10/05/82;0.1442
11/05/82;0.1442
12/05/82;0.1442
13/05/82;0.1645
14/05/82;0.1645
15/05/82;0.1645
16/05/82;0.1645
17/05/82;0.1645
18/05/82;0.1645
19/05/82;0.1442
20/05/82;0.1442
21/05/82;0.1239
22/05/82;0.1239
23/05/82;0.1645
24/05/82;0.1645
25/05/82;0.1645
26/05/82;0.1645
27/05/82;0.1645
28/05/82;0.1645
29/05/82;0.1645
30/05/82;0.1442
31/05/82;0.1442
01/06/82;0.1442
02/06/82;0.1442
03/06/82;0.1442
04/06/82;0.1442
05/06/82;0.1442
06/06/82;0.1645
07/06/82;0.1645
08/06/82;0.1442
09/06/82;0.1442
10/06/82;0.1442
11/06/82;0.1239
12/06/82;0.1239
13/06/82;0.1239
14/06/82;0.1239
15/06/82;0.1239
16/06/82;0.1239
17/06/82;0.1239
18/06/82;0.1239
19/06/82;0.1239
20/06/82;0.1239
21/06/82;0.1239
22/06/82;0.1442
23/06/82;0.1442
24/06/82;0.1442
25/06/82;0.1442
26/06/82;0.1442
27/06/82;0.1239
28/06/82;0.1239
29/06/82;0.1239
30/06/82;0.1239
01/07/82;0.1239
02/07/82;0.1239
03/07/82;0.1239
04/07/82;0.1239
05/07/82;0.1239
06/07/82;0.1239
07/07/82;0.1239
08/07/82;0.1036
09/07/82;0.1036
10/07/82;0.1036
11/07/82;0.1036
12/07/82;0.0833
13/07/82;0.063
14/07/82;0.063
15/07/82;0.063
16/07/82;0.063
17/07/82;0.063
18/07/82;0.063
19/07/82;0.063
20/07/82;0.0833
21/07/82;0.1036
22/07/82;0.1036
