Sekkak-Learn;
Sekkak-Learn;
N;Q
3597;0.5
3598;0.5
3599;0.55
3600;0.55
3601;0.4384615385
3602;0.5
3603;0.5
3604;0.9
3605;0.675
3606;0.675
3607;0.5583333333
3608;0.5571428571
3609;0.5555555556
3610;0.4
3611;0.5
3612;0.5
3613;0.4363636364
3614;0.3333333333
3615;0.25
3616;0.3636363636
3617;0.4
3618;0.4
3619;0.4416666667
3620;0.55
3621;0.4357142857
3622;0.4944444444
3623;0.44
3624;1.33
3625;1.0298245614
3626;1.405
3627;1.33
3628;1.7798319328
3629;4.9200892857
3630;4.7700819672
3631;6.3599537037
3632;5.370083682
3633;6.8639593909
3634;3.7743055556
3635;3.7743243243
3636;4.3199460916
3637;4.7700819672
3638;4.9201365188
3639;4.92
3640;4.9198757764
3641;4.9196261682
3642;4.92
3643;4.1695652174
3644;4.1704545455
3645;3.7731707317
3646;3.2826086957
3647;3.2828571429
3648;2.7903225806
3649;2.7907407407
3650;2.79004329
3651;2.6889830508
3652;2.6888888889
3653;2.6903225806
3654;2.4875
3655;2.3864864865
3656;2.3851851852
3657;2.0833333333
3658;1.98125
3659;6.8638554217
3660;1.7038461538
3661;1.6318181818
3662;2.7891891892
3663;4.4699842022
3664;5.52
3665;5.5201754386
3666;6.1917582418
3667;8.1448979592
3668;8.3340044743
3669;7.5779661017
3670;7.2
3671;7.2
3672;7.3890625
3673;7.3890625
3674;6.8638554217
3675;4.3198795181
3676;4.3201388889
3677;4.6201005025
3678;5.2195652174
3679;5.519921875
3680;6.192173913
3681;5.5208333333
3682;4.9214285714
3683;4.3206896552
3684;4.3185185185
3685;4.9214285714
3686;4.3214285714
3687;4.3185185185
3688;4.3205128205
3689;4.019047619
3690;3.775
3691;3.7727272727
3692;3.2826086957
3693;3.28
3694;2.9105263158
3695;3.2826086957
3696;2.2851851852
3697;1.7071428571
3698;5.5198924731
3699;5.5195652174
3700;4.9192982456
3701;4.9200622084
3702;6.8640186916
3703;8.8739970282
3704;8.8739970282
3705;11.8299835255
3706;12.5150197628
3707;16.4459415584
3708;19.4140508221
3709;20.9200348432
3710;21.15
3711;21.6100790514
3712;24.2
3713;24.3
3714;24.3
3715;24.3
3716;24.4
3717;24.8
3718;24.8
3719;24.9
3720;25
3721;25
3722;24.7
3723;24.7
3724;24.7
3725;10.6484848485
3726;24.5
3727;18.6431818182
3728;17.3237704918
3729;16.7978021978
3730;16.4460166468
3731;16.2708333333
3732;15.1311111111
3733;14.7952380952
3734;14.7952380952
3735;14.1208333333
3736;13.9530201342
3737;13.2
3738;12.6857142857
3739;12.173089701
3740;12.1731707317
3741;11.83
3742;11.0147058824
3743;10.6484848485
3744;10.2803921569
3745;9.36
3746;9.1979591837
3747;8.7128205128
3748;8.7131578947
3749;8.7125
3750;8.55
3751;7.5794117647
3752;7.4166666667
3753;7.4166666667
3754;7.253125
3755;7.0923076923
3756;6.1195652174
3757;5.8695652174
3758;5.7451219512
3759;11.83
3760;4.01
3761;4.2549382716
3762;5.1202702703
3763;8.7115384615
3764;11.83
3765;11.2
3766;11.2
3767;8.8734375
3768;8.0642857143
3769;6.12
3770;5.8694444444
3771;5.6198924731
3772;5.6200787402
3773;6.1181818182
3774;6.1166666667
3775;6.1192307692
3776;5.4961538462
3777;5.4952380952
3778;5.495
3779;5.11875
3780;5.1181818182
3781;16.7975
3782;5.1201438849
3783;6.7680672269
3784;16.797972973
3785;22.3
3786;27.8
3787;35.7900414938
3788;33.9
3789;38.6
3790;40.7900943396
3791;37.76
3792;19.0289473684
3793;19.4142857143
3794;19.221875
3795;16.7975
3796;12.6862745098
3797;11.2
3798;8.2277777778
3799;10.0961111111
3800;9.9115384615
3801;9.3590909091
3802;8.2277777778
3803;7.7394736842
3804;6.9285714286
3805;6.7714285714
3806;5.86875
3807;5.7448275862
3808;5.4961538462
3809;4.8708333333
3810;4.62
3811;4.13
3812;3.6333333333
3813;3.0952380952
3814;2.6583333333
3815;2.4555555556
3816;2.1766666667
3817;1.9
3818;1.8066666667
3819;1.7125
3820;1.6214285714
3821;1.6166666667
3822;1.55
3823;1.55
3824;1.4
3825;1.3333333333
3826;1.1833333333
3827;1.1863636364
3828;1.0444444444
3829;1.0444444444
3830;1.0423076923
3831;1.0428571429
3832;0.9666666667
3833;1.0413043478
3834;0.8961538462
3835;0.8966666667
3836;0.8944444444
3837;0.8074074074
3838;0.8069444444
3839;0.85
3840;0.8090909091
3841;0.85
3842;0.8075
3843;0.80625
3844;0.8111111111
3845;0.805
3846;0.7166666667
3847;0.7166666667
3848;0.8071428571
3849;0.808
3850;0.7617647059
3851;0.7166666667
3852;0.76
3853;0.7166666667
3854;0.675
3855;0.7181034483
3856;0.675
3857;0.6739130435
3858;0.675
3859;0.58
3860;0.5866666667
3861;0.5833333333
3862;0.45
3863;0.85
3864;0.54
3865;0.5375
3866;0.49375
3867;0.5357142857
3868;0.4529411765
3869;0.45
3870;0.5
3871;0.5
3872;0.5375
3873;0.45
3874;0.4916666667
3875;0.4571428571
3876;0.58
3877;0.5833333333
3878;0.5833333333
3879;0.5
3880;0.54
3881;0.54
3882;0.5333333333
3883;0.5833333333
3884;0.5833333333
3885;1.3294117647
3886;1.0428571429
3887;1.04
3888;1.04
3889;0.8068627451
3890;0.8069536424
3891;0.7179487179
3892;0.7184210526
3893;0.6725
3894;0.6276595745
3895;0.5838709677
3896;0.5833333333
3897;0.5394736842
3898;0.5375
3899;0.5409090909
3900;0.5416666667
3901;0.5395833333
3902;0.45
3903;0.5389993373
3904;0.5
3905;0.45
3906;0.45
3907;0.45
3908;0.425
3909;0.425
3910;0.4444444444
3911;0.3875
3912;0.37
3913;0.37
3914;0.43
3915;0.4285714286
3916;0.43
3917;0.425
3918;0.4066666667
3919;0.4083333333
3920;0.43
3921;0.41
3922;0.41
3923;0.4266666667
3924;0.45
3925;0.45
3926;0.4545454545
3927;0.425
3928;0.4055555556
3929;0.4071428571
3930;0.43
3931;0.4083333333
3932;0.4083333333
3933;0.45
3934;0.4518518519
3935;0.4090909091
3936;0.4083333333
3937;2.8771428571
3938;1.8989130435
3939;1.0404761905
3940;0.6722222222
3941;0.6283333333
3942;0.45
3943;0.45
3944;0.4949860724
3945;5.1200276243
3946;1.6199630314
3947;1.6199630314
3948;1.2579918033
3949;1.1130239521
3950;1.0409703504
3951;0.8960199005
3952;0.8509638554
3953;0.8069047619
3954;0.8070512821
3955;0.6729166667
3956;0.6284090909
3957;0.6279069767
3958;0.5839857651
3959;0.5839853301
3960;0.5839712919
3961;0.5836956522
3962;1.1131578947
3963;1.1130434783
3964;1.1130841121
3965;1.1115384615
3966;13.2
3967;1.548245614
3968;0.7181318681
3969;0.6728915663
3970;1.6197368421
3971;6.93
3972;2.55
3973;1.8990588235
3974;1.402970297
3975;1.1860416667
3976;1.1864583333
3977;1.0413333333
3978;0.8068181818
3979;0.8071428571
3980;0.6280104712
3981;0.628030303
3982;0.5837837838
3983;0.5389992903
3984;0.4500152858
3985;0.8069620253
3986;0.7180369128
3987;1.4750505051
3988;1.0407894737
3989;1.0409991261
3990;1.6199969021
3991;4.8699669967
3992;4.6240019634
3993;4.1319975339
3994;3.6400049727
3995;2.7680023229
3996;2.085
3997;1.6199934662
3998;1.5480154889
3999;1.3299836868
4000;1.2579883571
4001;1.0410058027
4002;0.8508860759
4003;0.8069651741
4004;0.8069620253
4005;0.7618768328
4006;0.6291666667
4007;0.5387096774
4008;0.3833333333
4009;0.4461538462
4010;0.4444444444
4011;0.4526315789
4012;0.425
4013;0.45
4014;0.45
4015;0.4444444444
4016;0.45
4017;0.4916666667
4018;0.45
4019;0.4928571429
4020;0.5833333333
4021;0.5
4022;0.6277777778
4023;0.5818181818
4024;0.58
4025;0.5833333333
4026;10.096043956
4027;0.58125
4028;1.0409736308
4029;11.8299603175
4030;10.096043956
4031;7.4160123967
4032;5.4950184502
4033;4.132012513
4034;3.2040089087
4035;9.3600241546
4036;11.8299794661
4037;10.8319706499
4038;10.0959782609
4039;9.36
4040;7.7400423729
4041;0.7477848101
4042;5.3699680511
4043;3.8859281437
4044;3.5310126582
4045;2.7679802956
4046;2.3639769452
4047;1.8990196078
4048;1.8990384615
4049;1.6201086957
4050;1.4029774127
4051;1.3301098901
4052;1.3300675676
4053;1.1119047619
4054;1.0409482759
4055;1.0416666667
4056;1.0416666667
4057;0.9681818182
4058;0.9678571429
4059;0.80625
4060;0.8075
4061;0.8960526316
4062;1.2575
4063;1.1864864865
4064;1.1125
4065;1.0414285714
4066;1.9919354839
4067;1.9916666667
4068;3.095
4069;2.7677419355
4070;2.7683098592
4071;1.9921428571
4072;1.8060606061
4073;1.6198529412
4074;1.3301470588
4075;1.3301724138
4076;1.1132352941
4077;1.0409836066
4078;1.0413043478
4079;1.0410447761
4080;0.8959677419
4081;0.8958333333
4082;0.8507692308
4083;0.8957627119
4084;0.8071428571
4085;0.8071428571
4086;0.8071428571
4087;0.7619047619
4088;0.7180327869
4089;0.7181818182
4090;0.6725
4091;0.6666666667
4092;0.6333333333
4093;0.725
4094;0.6666666667
4095;0.625
4096;0.6333333333
4097;0.625
4098;0.6333333333
4099;0.6666666667
4100;0.6
4101;0.575
4102;0.575
4103;0.575
4104;0.6
4105;0.6333333333
4106;0.6333333333
4107;7.0889434889
4108;6.1580310881
4109;5.0959183673
4110;4.5679577465
4111;3.6738636364
4112;3.0640740741
4113;2.1838461538
4114;3.5520681265
4115;3.5519138756
4116;9.8959493671
4117;2.0777777778
4118;8.2880519481
4119;1.2420731707
4120;0.8968531469
4121;0.8457943925
4122;0.7434782609
4123;0.6909090909
4124;0.5880952381
4125;0.6428571429
4126;0.6375
4127;0.6
4128;0.6333333333
4129;0
4130;0.6396551724
4131;0.64
4132;0.6416666667
4133;0.7375
4134;0.7933333333
4135;0.7428571429
4136;0.74
4137;0.6333333333
4138;0.6375
4139;0.6333333333
4140;0.6375
4141;0.6363636364
4142;0.5833333333
4143;0.6375
4144;0.7428571429
4145;0.6833333333
4146;0.6875
4147;0.6333333333
4148;0.6375
4149;0.6333333333
4150;0.5833333333
4151;0.6
4152;0.5833333333
4153;0.6
4154;0.5375
4155;0.5833333333
4156;0.5833333333
4157;0.6333333333
4158;0.525
4159;0.6
4160;0.6
4161;0.48
4162;0.4818181818
4163;0.6
4164;0.6
4165;0.44
4166;0.35
4167;0.32
4168;0.36
4169;0.3285714286
4170;0.35
4171;0.28
4172;0.24
4173;0.3
4174;0.3304347826
4175;0.3
4176;0.3
4177;0.2785714286
4178;0.3315789474
4179;0.3333333333
4180;0.325
4181;0.3035714286
4182;0.3
4183;0.28
4184;0.3318181818
4185;0.33
4186;0.3318181818
4187;0.475
4188;0.3875
4189;0.3875
4190;0.35
4191;0.35
4192;0.3833333333
4193;0.35
4194;0.36
4195;0.33
4196;0.3
4197;0.3
4198;0.3
4199;0.325
4200;0.3333333333
4201;0.325
4202;0.3
4203;0.3333333333
4204;0.275
4205;0.3846153846
4206;0.3826086957
4207;0.3821428571
4208;0.3
4209;0.2772727273
4210;0.2777777778
4211;0.3
4212;0.3
4213;0.3
4214;0.33
4215;0.35
4216;0.36
4217;0.3333333333
4218;0.3277777778
4219;0.33
4220;0.3571428571
4221;0.3277777778
4222;0.302173913
4223;0.3035714286
4224;0.3041666667
4225;0.3
4226;0.275
4227;0.28
4228;0.3
4229;0.35
4230;0.25
4231;0.2833333333
4232;0.25
4233;0.275
4234;0.275
4235;0.275
4236;0.325
4237;0.3
4238;0.3
4239;0.3
4240;0.3
4241;0.275
4242;0.3029411765
4243;0.2785714286
4244;0.28
4245;0.275
4246;0.3
4247;0.3
4248;0.275
4249;0.3333333333
4250;0.3
4251;0.275
4252;0.28
4253;0.175
4254;0.175
4255;0.1714285714
4256;0.25
4257;0.225
4258;0.25
4259;0.25
4260;0.25
4261;0.17
4262;0.25
4263;0.25
4264;0.2214285714
4265;0.25
4266;0.223
4267;0.223
4268;0.223
4269;0.223
4270;0.25
4271;0.25
4272;0.223
4273;0.223
4274;0.25
4275;0.223
4276;0.223
4277;0.17
4278;0.25
4279;0.25
4280;0.17
4281;0.17
4282;0.17
4283;0.197
4284;0.197
4285;0.17
4286;0.223
4287;0.17
4288;0.197
4289;0.197
4290;0.197
4291;0.17
4292;0.223
4293;0.197
4294;0.197
4295;0.223
4296;0.277
4297;0.25
4298;0.223
4299;0.223
4300;0.223
4301;0.197
4302;0.277
4303;0.197
4304;0.197
4305;0.277
4306;0.277
4307;0.277
4308;0.303
4309;0.33
4310;0.434
4311;0.434
4312;0.383
4313;0.33
4314;0.356
4315;0.303
4316;0.356
4317;0.356
4318;0.33
4319;0.303
4320;0.33
4321;0.33
4322;0.356
4323;0.383
4324;0.383
4325;0.383
4326;0.277
4327;0.277
4328;0.277
4329;0.33
4330;0.691
4331;1.587
4332;1.329
4333;1.07
4334;0.794
4335;0.589
4336;0.589
4337;0.589
4338;0.486
4339;0.486
4340;0.537
4341;0.537
4342;0.486
4343;0.486
4344;0.537
4345;0.537
4346;0.537
4347;0.589
4348;0.537
4349;0.486
4350;0.486
4351;0.434
4352;0.486
4353;0.434
4354;0.434
4355;0.486
4356;0.537
4357;0.589
4358;0.589
4359;0.589
4360;0.383
4361;0.383
4362;0.537
4363;0.434
4364;0.486
4365;0.434
4366;0.486
4367;0.64
4368;0.589
4369;0.537
4370;0.486
4371;0.486
4372;0.383
4373;0.383
4374;0.434
4375;0.383
4376;0.356
4377;0.383
4378;0.589
4379;0.383
4380;0.64
4381;0.486
4382;0.434
4383;0.383
4384;0.356
4385;0.356
4386;0.356
4387;0.383
4388;0.64
4389;0.486
4390;0.383
4391;0.383
4392;0.383
4393;0.434
4394;0.383
4395;0.303
4396;0.277
4397;0.303
4398;0.277
4399;0.277
4400;1.353
4401;1.797
4402;2.094
4403;1.797
4404;5.44
4405;8.25
4406;9.95
4407;13.8
4408;16.48
4409;16.48
4410;23.8
4411;38.6
4412;46.2
4413;47.76
4414;61.8
4415;82.08
4416;88.32
4417;101
4418;90.66
4419;83.64
4420;104.6
4421;91.44
4422;83.64
4423;71.16
4424;58.68
4425;43.16
4426;32.52
4427;26.52
4428;26.86
4429;23.8
4430;21.88
4431;20.92
4432;18.16
4433;15.85
4434;14
4435;12
4436;11.4
4437;10.12
4438;9.44
4439;8.08
4440;7.4
4441;6.84
4442;6.7
4443;4.88
4444;4.6
4445;4.386
4446;4.172
4447;4.065
4448;3.322
4449;3.218
4450;3.01
4451;2.906
4452;2.906
4453;2.698
4454;2.292
4455;2.292
4456;2.193
4457;2.292
4458;1.599
4459;1.353
4460;1.353
4461;1.206
4462;1.059
4463;1.059
4464;0.587
4465;1.5
4466;1.059
4467;0.912
4468;0.72
4469;0.587
4470;0.587
4471;0.498
4472;0.365
4473;0.365
4474;0.32
4475;0.32
4476;0.32
4477;1.059
4478;0.498
4479;0.543
4480;0.409
4481;0.409
4482;0.365
4483;0.32
4484;0.295
4485;0.295
4486;0.27
4487;0.295
4488;0.295
4489;0.32
4490;0.32
4491;0.27
4492;0.27
4493;0.295
4494;0.295
4495;0.32
4496;0.409
4497;0.365
4498;0.409
4499;0.32
4500;0.32
4501;0.27
4502;0.27
4503;0.27
4504;0.454
4505;0.295
4506;0.239
4507;33.25
4508;26
4509;19
4510;11.8
4511;8.547
4512;8.547
4513;8.547
4514;0.172
4515;0.172
4516;0.15
4517;0.195
4518;0.239
4519;0.217
4520;0.172
4521;0.195
4522;0.172
4523;30
4524;28.5
4525;9.87
4526;7.105
4527;4.69
4528;0.98
4529;0.436
4530;0.436
4531;0.411
4532;0.385
4533;0.335
4534;0.36
4535;0.239
4536;0.262
4537;0.284
4538;0.15
4539;0.15
4540;0.15
4541;0.195
4542;0.15
4543;0.15
4544;0.195
4545;0.195
4546;0.195
4547;0.195
4548;0.217
4549;0.217
4550;0.217
4551;0.217
4552;0.172
4553;0.172
4554;0.217
4555;0.217
4556;0.195
4557;0.195
4558;0.195
4559;0.217
4560;0.461
4561;0.436
4562;0.239
4563;0.217
4564;0.217
4565;0.411
4566;0.217
4567;0.195
4568;0.239
4569;0.239
4570;0.436
4571;0.239
4572;0.217
4573;0.239
4574;0.239
4575;0.239
4576;0.239
4577;0.239
4578;0.217
4579;0.217
4580;0.217
4581;0.217
4582;0.262
4583;0.239
4584;0.217
4585;0.217
4586;0.262
4587;0.239
4588;0.284
4589;0.262
4590;0.309
4591;0.309
4592;5.306
4593;3.57
4594;0.847
4595;0.335
4596;0.335
4597;0.335
4598;0.36
4599;0.385
4600;0.436
4601;0.36
4602;0.335
4603;0.335
4604;0.335
4605;0.335
4606;0.335
4607;0.239
4608;0.284
4609;0.284
4610;0.284
4611;0.309
4612;0.309
4613;0.335
4614;0.335
4615;0.335
4616;0.335
4617;0.309
4618;1.133
4619;2.935
4620;3.445
4621;6.97
4622;6.65
4623;9.025
4624;9.2
4625;9.2
4626;12.64
4627;15.06
4628;16.28
4629;15.06
4630;13.3
4631;15.5
4632;18.1
4633;15.5
4634;19.3
4635;19.6
4636;21.76
4637;20.5
4638;15.06
4639;10.72
4640;8.5
4641;6.65
4642;5.39
4643;5.735
4644;4.5
4645;4.815
4646;4.5
4647;4.1
4648;3.36
4649;1.4
4650;1.7
4651;1.85
4652;0.899
4653;0.665
4654;0.623
4655;0.581
4656;1.133
4657;0.899
4658;0.782
4659;0.665
4660;0.581
4661;0.539
4662;0.497
4663;0.539
4664;0.581
4665;0.539
4666;0.623
4667;0.581
4668;0.539
4669;0.497
4670;0.455
4671;0.455
4672;0.329
4673;0.329
4674;0.371
4675;0.329
4676;0.329
4677;0.329
4678;0.329
4679;0.225
4680;0.245
4681;0.245
4682;0.245
4683;0.245
4684;0.245
4685;0.225
4686;0.225
4687;0.225
4688;0.205
4689;0.205
4690;0.225
4691;0.225
4692;0.205
4693;0.287
4694;0.245
4695;0.413
4696;0.371
4697;0.413
4698;0.371
4699;1.25
4700;0.724
4701;0.455
4702;0.455
4703;0.455
4704;0.455
4705;0.371
4706;0.329
4707;0.329
4708;0.225
4709;0.225
4710;0.371
4711;0.571
4712;0.495
4713;0.319
4714;0.282
4715;0.244
4716;0.193
4717;0.193
4718;0.206
4719;0.319
4720;1.91
4721;0.722
4722;0.244
4723;0.219
4724;0.206
4725;0.18
4726;0.18
4727;0.18
4728;0.18
4729;0.18
4730;0.319
4731;0.332
4732;0.206
4733;0.193
4734;0.193
4735;0.142
4736;0.168
4737;0.142
4738;0.142
4739;0.142
4740;0.142
4741;0.142
4742;0.193
4743;0.142
4744;0.155
4745;0.155
4746;0.155
4747;0.142
4748;0.142
4749;0.142
4750;0.129
4751;0.129
4752;0.129
4753;0.129
4754;0.129
4755;0.155
4756;0.155
4757;0.155
4758;0.155
4759;0.155
4760;0.155
4761;0.155
4762;0.116
4763;0.116
4764;0.129
4765;0.142
4766;0.116
4767;0.142
4768;0.129
4769;0.129
4770;0.129
4771;0.129
4772;0.116
4773;0.142
4774;0.142
4775;0.129
4776;23.48
4777;11.208
4778;7.2
4779;5.472
4780;3.472
4781;2.933
4782;2.198
4783;1.567
4784;1.438
4785;1.309
4786;1.309
4787;1.266
4788;1.18
4789;0.628
4790;0.544
4791;46.8
4792;61.64
4793;46.8
4794;72.4
4795;46.8
4796;1.61
4797;1.481
4798;1.309
4799;1.223
4800;1.053
4801;0.46
4802;0.167
4803;0.126
4804;0.25
4805;103.4
4806;96.5
4807;55.58
4808;21.24
4809;0.97
4810;0.646
4811;0.226
4812;0.16
4813;0.16
4814;0.16
4815;0.16
4816;0.142
4817;0.226
4818;0.256
4819;0.226
4820;0.286
4821;0.226
4822;0.226
4823;0.226
4824;0.256
4825;0.346
4826;0.286
4827;0.226
4828;0.256
4829;0.256
4830;0.286
4831;0.286
4832;0.286
4833;0.256
4834;0.316
4835;0.316
4836;0.316
4837;0.316
4838;0.316
4839;0.346
4840;0.316
4841;0.346
4842;0.316
4843;0.405
4844;0.405
4845;0.435
4846;0.405
4847;0.405
4848;0.405
4849;0.435
4850;0.465
4851;0.495
4852;0.571
4853;1.117
4854;0.465
4855;0.465
4856;0.465
4857;0.465
4858;0.465
4859;0.465
4860;0.571
4861;0.608
4862;0.571
4863;0.533
4864;0.533
4865;0.571
4866;0.495
4867;0.495
4868;0.495
4869;0.571
4870;0.533
4871;0.533
4872;0.435
4873;0.465
4874;0.435
4875;0.465
4876;0.533
4877;0.533
4878;0.533
4879;0.533
4880;0.495
4881;0.495
4882;0.495
4883;0.533
4884;0.571
4885;0.571
4886;0.533
4887;0.608
4888;0.97
4889;4.725
4890;4.725
4891;8.25
4892;12
4893;12.6
4894;11.45
4895;10.35
4896;1.36
4897;1.499
4898;1.36
4899;4.5
4900;4.5
4901;4.5
4902;4.5
4903;4.5
4904;4.325
4905;4.325
4906;3.975
4907;2.472
4908;2.055
4909;1.311
4910;0.97
4911;0.922
4912;70.2
4913;2.75
4914;3.975
4915;3.975
4916;15.32
4917;14.8
4918;16.1
4919;25.55
4920;19.08
4921;16.1
4922;17.96
4923;18.8
4924;18.24
4925;18.24
4926;18.24
4927;17.96
4928;17.96
4929;17.96
4930;17.96
4931;17.96
4932;17.14
4933;15.58
4934;11.71
4935;12.4
4936;11.94
4937;11.25
4938;10.79
4939;10.56
4940;9.9
4941;9.3
4942;8.9
4943;8.5
4944;8.1
4945;7.926
4946;7.404
4947;5.55
4948;5.388
4949;3.534
